incident_id,match,stage,minute,favored_team,underdog_team,team_benefited,team_hurt,incident_type,decision,favored_team_benefited,score,call_correctness,confidence,video_timestamp,VAR_involved,standard_fit,notes
ENG-COD-R32-01, England Vs DR Congo, r32, 42, England, DR Congo, DR Congo, England, Potential Penalty, No Penalty, false, -3, 0.4, 0.5, 6:54, TRUE, -0.7,"Harry Kane through on goal is tripped up by the goalkeeper's dive towards the ball. Referee says that Kane was falling before the keeper's contact, so it is simulation and no penalty. VAR finds no clear and obvious error. Kane's foot does strike the ground and he is off balance before the keeper's arm gets his foot, but he is certainly taken down by the keeper and therefor this probably should be a penalty."
ESP-AUT-R32-02, Spain Vs Austria, r32, 29, Spain, Austria, Austria, Spain, Foul, Goal Disallowed, false, -3.5, 0.8, 0.7, 3:50, TRUE, 0.3,"Off a Spain corner, Cubarasi pretty clearly and intentionally jumps in the path of the goalkeeper to stop him from fully clearing the ball which leads to a Spain goal. While maybe soft,I think this leads on the side of a fair call."
BEL-SEN-R32-01, Belgium Vs Senegal, r32,  88, Belgium, Senegal, Belgium, Senegal, Foul, No Free Kick, true, 3, 0.5, 0.6, 11:11, FALSE, -0.7,"Tielemans makes substantial contact and knocks over the defender when going for the header which led to a goal. Goal is allowed, but certainly would have beem reasonable to call this back for a foul in build up."
BEL-SEN-R32-02, Belgium Vs Senegal, r32,  118, Belgium, Senegal, Belgium, Senegal, Potential Penalty, Penalty, true, 4, 0.7, 0.7, 15:05, TRUE, 0.7,"Tielemans places his foot between the ball and the defender's sliding attempt at clearing the ball. while accidental, the defender certainly did swipe Tieleman's foot. The only reason I lean towards strict is that the defender committed to the clearance as Tieleman's inserted his foot, essentially initiating the contact. This is the last kick of the game and handed Belgium the win."
COL-GHA-R32-01, Colombia vs ghana, r32, 8, Colombia, Ghana, Ghana, Colombia, Potential Penalty, No Penalty, false, -3, 0.8, 0.6, 1:55, False, -0.2,"Luis Diaz falls down in the box after attempting a cut and then running into the defender's extended arm. Its not 100 percent clear if Luis Diaz was seriously impeded, as the defender left his arm and did not let Diaz pass. Could be argued it was in a natural position and Diaz initiated contact, would've been a soft pen but I see it."
CAN-MAR-R16-01, Canada Vs Morocco, R16, 10, Morocco, Canada, Morocco, Canada, Foul, No Free Kick, TRUE, 1, 0.4, 0.4, 1:58, FALSE, -0.2,"Canadian attacker goes down and calls for a foul which isn't given. Looks like a foul but camera angle isn't conclusive."
CAN-MAR-R16-02, Canada Vs Morocco, R16, 10, Morocco, Canada, Morocco, Canada, Foul, Free Kick, TRUE, 1, 0.5, 0.4, 2:02, FALSE, 0.3,"Immediately after, the same attacker goes for a slide tackle where it looks like he gets ball, but its called a foul and Canada's press is ended."
CAN-MAR-R16-03, Canada Vs Morocco, R16, 10, Morocco, Canada, Morocco, Canada, Foul, Yellow Card, TRUE, 1, 0.4, 0.8, ??, FALSE, 0.8,"Canadian attacker fouls Moroccan goalkeeper in a scramble after a bad back pass. While foul is the right call, a yellow card is quite strict given it was accidental and the contact wasn't heavy."
PAR-FRA-R16-01, France vs paraguay, r16, 18, france, paraguay, paraguay, france, Foul, Yellow Card, FALSE, -1, 0.4, 0.6, 1:50, FALSe, 0.7,"Barcola clips Caceres' foot while they both challenge for the ball. Caceres throws himself into the air and on the ground and Barcola is given a yellow. Pretty clear dive and a weak yellow." 
PAR-FRA-R16-02, France vs paraguay, r16, 33, france, paraguay, paraguay, france, Foul, No Yellow Card, False, -1, 0.5, 0.8, 3:00, FALSe, -0.6,"Mbappe has his shirt tugged with two hands off the ball, and then the defender shoves him after the whistle. Foul given, but no yellow card for any of that feels lenient."
PAR-FRA-R16-03, france vs paraguay, r16, 38, france, paraguay, paraguay, france, Foul, No Free Kick, false, -1, 0.2, 0.8, 4:36, false, -0.9,"Paraguayan defender seems to just swing at Mbappe while they are both off ball and hit him in the arm? Mbappe goes down easy but the Paraguayan player literally lifted his arm and swung at Mbappe in front of the ref. Bizarre no call."
PAR-FRA-R16-04, france vs paraguay, r16, 50, france, paraguay, france, paraguay, Handball, No Free Kick, True, 1, 0.1, 0.9, 6:12, FALSE, -0.1,"Mbappe controls the ball with his arm, which is missed by the ref and France end up awarded a corner at the end of the play. No goal arises but wrong call nonetheless."
PAR-FRA-R16-05, france vs paraguay, r16, 76, france, paraguay, paraguay, france, Game Management, No Yellow Card, false, -1, 0.3, 0.8, 11:49, FALSE, -0.7,"Mbappe fouls Caceres, which the ref awards. While on the ground, Caceres kicks Mbappe's leg in retaliation and receives no punishment."
PAR-FRA-R16-06, france vs paraguay, r16, 96, france, paraguay, paraguay, france, Game Management, Yellow Card, false, -1, 0.1, 0.8, 15:15, false, 0.5,"Olise fouls Galarza, which the ref awards. Galarza gets up and scuffles with Olise, before throwing himself to the ground and holding his face. Olise is given a yellow, but replay confirms Olise never touched Galarza (who instigated the fight in the first place)."
PAR-FRA-R16-07, france vs paraguay, r16, 67, france, paraguay, france, paraguay, Potential Penalty, Penalty, true, 4, 0.9, 0.9, 15:15, True, 0.1,"Doue is tripped in the box by Paraguay defender. Ref initially waves it off but VAR intervenes and the incident is reviewed for a penalty which is awarded to France. It is pretty clear Doue was fouled. This proved to be the game winning goal for France."
BRA-NOR-R16-01, brazil vs norway, r16, 9, brazil, norway, brazil, norway, Potential Penalty, Penalty, true, 3, 0.75, 0.8, 1:53, true, 0.2,"Norwegian defender makes glancing contact on the ball when slide tackling and takes down Cunha in the box. Penalty is probably the right call."
BRA-NOR-R16-02, brazil vs norway, r16, 97, brazil, norway, brazil, norway, Potential Penalty, Penalty, true, 2, 0.5, 0.9, 16:05, true, 0.8,"Casemiro and Norwegian defender clash for a header in the box. Norwegian defender accidentally elbows Casemiro in the head. Penalty awarded to Brazil. Very soft, but also just a consolation goal for Neymar as Brazil has no chance of winning this game at this point regardless."
USA-BEL-R16-01, USA vs Belgium, r16, 29, Belgium, usa, usa, belgium, Foul, Free Kick, false, -2, 0.8, 0.6, 4:03, false, 0.4,"Balogun fouled outside the box, referee awards dangerous free kick to the USA which they score. Was a soft foul, but probably a foul nonetheless. Replay is a little unclear"
USA-BEL-R16-02, usa vs belgium, r16, 51, belgium, usa, belgium, usa, Foul, No Free Kick, true, 1, 0.65, 0.5, 8:29, false, -0.5,"Pulisic kicks Tielemans' leg when attempting a shot. Tielemans appears to place his leg in front of Pulisic's swinging motion, and makes no contact on the ball. No foul might be correct because it can be argued Tielemans' foot was in a legal position, and Pulisic unfortunately kicked him by accident, but its close and resulted in an injury for Pulisic. Right outside the box too."
SUI-COL-R16-01, Switzerland vs colombia, r16, 91, colombia, switzerland, switzerland, colombia, Potential Penalty, No Penalty, false, -3, 0.4, 0.5, 11:10, false, -0.8,"In a 50/50 play in the box, Colombian attacker gets to the ball first and then falls over a trailing leg of the defender. Ref likely considered the defender's leg to be in a natural position, but its close and no VAR for such a big call in ET is odd."
MEX-ENG-R16-01, Mexico vs england, r16, 54, england, mexico, mexico, england, Foul, Red Card, false, -3, 0.7, 0.8, 9:34, true, 0.8,"Quansah receives a red after ref initally waves off a sliding challenge. Video review shows that Quansah's tackle got the ball first, but went over and he went studs up into the attacker's leg. Certainly a rough challenge, but I am not 100 percent on the red, though it is a defensible call."
MEX-ENG-R16-02, Mexico vs england, r16, 57, england, mexico, england, mexico, Potential Penalty, Penalty, true, 3, 0.9, 0.7, 10:28, false, 0.1,"Penalty given to England. Likely the correct call but Gordon intentionally drew contact."
MEX-ENG-R16-03, Mexico vs england, r16, 66, england, mexico, mexico, england, Potential Penalty, Penalty, false, -3, 0.8, 0.7, 12:17, true, 0.3,"Penalty given to Mexico after the attacker's foot is kicked by Kane's attempt to clear the ball. It was certainly 50/50, accidental contact but the mexican attacker definitely gets the ball and Kane strikes his foot. Maybe strict but probably right."
ARG-EGY-R16-01, Argentina vs Egypt, r16, 18, argentina, egypt, argentina, egypt, Potential Penalty, Penalty, true, 3, 0.7, 0.65, 3:40, false, 0.3,"Penalty given to Argentina. Tagliafico seems to lunge into the defender's attempt on the ball, who seemed unaware that Tagliafico was headed toward the ball. While an earned penalty, I think it may border on the attacker manufacturing the contact himself."
ARG-EGY-R16-02, Argentina vs Egypt, r16, 57, argentina, egypt, argentina, egypt, Foul, Goal Disallowed, true, 3.5, 0.4, 0.8, 9:30, True, 1,"One of the most egregious calls of this whole tournament, VAR intervenes and disallows Egypt's goal from a foul that occurred 80 yards away and at least 15 seconds before the goal that the referee himself misses. While the foul itself is debatably there, the fact VAR was used in this way is astonishing."
ARG-EGY-R16-03, argentina vs egypt, r16, 91, argentina, egypt, argentina, egypt, Potential Penalty, No Penalty, true, 4, 0.65, 0.6, 15:20, False, -0.5,"Two potential fouls in argentina's box which directly led to the counter attack that gave argentina the game winning goal. One of them is on Mo Salah while he attempts to dribble further into the box. Though minor, clearly we are willing to disallow goals over minor contact so why is it not consistent both ways?"
ARG-SUI-QF-01, argentina vs switzerland, qf, 70, argentina, switzerland, argentina, switzerland, Foul, Second Yellow Card, true, 3, 0.8, 0.9, 7:59, True, 0.8,"Embolo receives a second yellow card for simulation after VAR intervenes for mistaken identity. While technically a defensible yellow card and subsequent sending off, again a strange use of VAR to give a player a red."
NOR-ENG-QF-01, Norway vs england, qf, 56, england, norway, england, norway, Foul, Goal Disallowed, true, 3.5, 0.8, 0.7, 10:00, True, 0.9,"Norway's goal disallowed after a shove from Haaland on an english defender before the whistle for a corner. Again, while technically correct, pushing and shoving is very common leading up to corner kicks, and this is just strict enforcement of a rule that is often overlooked."
NOR-ENG-QF-02, Norway vs england, qf, 96, england, norway, norway, england, Foul, No Free Kick, false, -1, 0.3, 0.7, 14:08, false, -0.7,"Heggem leaves his studs up after passing back to the keeper while pressed by Bellingham. Bellingham is caught on the achilles. Not even a free kick is given, while I believe this should be a yellow card for a reckless play."
NOR-ENG-QF-03, Norway vs england, qf, 98, england, norway, norway, england, Potential Penalty, No Penalty, false, -3, 0.7, 0.65, 16:50, true, -0.6,"Spence is taken down in the box by Bobb, ref intially calls penalty but VAR overturns for the reason that Spence appears to intiate the contact. While Spence does put his leg in front of Bobb, its arguable that this isn't enough to say he illegally initiated the contact, and a VAR overturn feels like a bit of an overstep."
FRA-MAR-QF-01, France vs Morocco, qf, 24, france, morocco, france, morocco, Potential Penalty, Penalty, true, 3, 0.8, 0.8, 2:28, true, 0.2,"Mbappe slide tackled and taken down in the box while charging to goal, probably anticipated the contact but still pretty clearly a penalty."
FRA-MAR-QF-02, France vs Morocco, qf, 59, france, morocco, france, morocco, Handball, No Free Kick, true, 2, 0.8, 0.6, 7:19, false, -0.3,"Rabiot's hand makes accidental contact with the ball and this play leads to an Mbappe goal. It was determined that even though the ball touched his hand, it was accidental and his arm was in a natural position. But because this directly led to a goal, and his hand was not touching his body, I would imagine more scrutiny for a handball in the build up would be justified."
ENG-ARG-SF-01, Argentina vs England, sf, 2, argentina, england, argentina, england, Foul, No Yellow Card, true, 1, 0.4, 0.7, 1:20, false, -0.7,"Enzo Fernandez punches Anderson in the back of the head with his tackle, ref apparently misses the punch and Enzo is not booked."
FRA-ESP-SF-01, France vs spain, sf, 19, spain, france, spain, france, Potential Penalty, Penalty, true, 3, 0.55, 0.7, 2:25, false, 0.75,"While Rabiot swings to clear a ball in the air, Yamal jumps into his swinging path, is struck and Spain is given a penalty. I think this is a soft penalty as Yamal made very little attempt on the ball and even braced as he jumped into Rabiot's swinging path. I think Yamal initiated the contact instead of making an attempt on the ball, but the ref points to the spot anyway."
FRA-ENG-3P-01, France Vs england, 3p, 84, france, england, england, france, Potential Penalty, Penalty, False, -3, 0.9, 0.8, 20:20, false, 0.1,"Pretty obvious"
ESP-ARG-F-01, Spain Vs Argentina, f, 92, argentina, spain, spain, argentina, Foul, Second Yellow Card, False, -3, 0.8, 0.75, 11:50, false, 0.4,"Enzo Fernandez sent off after he runs through Cubarsi's leg, after Cubarsi has passed the ball. Enzo comes in at high speed and sends Cubarsi flying. Intentional or not, its certainly a reckless play and likely deserving of the yellow card, which is Enzo's second."
ESP-ARG-F-02, Spain Vs Argentina, f, 95, argentina, spain, argentina, spain, Foul, Goal Disallowed, True, 3.5, 0.7, 0.7, 14:13, true, 0.7,"Spain goal disallowed as Otamendi's foot was trampled in the build up. While his foot is definitely stepped on, I think the contact was certainly accidental, exaggerated, and maybe even initiated by Otamendi placing his foot under the foot of Merino. Regardless, the contact led to the goal so disallowing is arguably correct."
